cargo_cod
9
0
7
15
11
7
18
9
1
18
0
0
1
1
7
12
18
1
9
11
11
7
11
10
18
7
18
1
0
7
1
1
18
18
0
10
18
16
7
18
18
14
9
0
1
11
1
1
7
17
7
18
18
7
12
12
18
0
9
14
11
18
4
18
1
1
18
11
7
7
18
2
1
7
18
14
11
7
18
18
9
7
11
14
0
7
1
18
1
11
1
0
12
0
4
9
1
9
11
11
1
18
7
1
18
0
2
1
11
7
14
0
0
0
0
13
18
18
18
14
14
0
11
11
1
18
13
7
18
11
12
11
14
1
11
18
18
18
7
18
18
11
18
11
18
0
4
1
18
18
1
18
18
7
18
18
7
0
11
11
14
4
1
18
6
1
1
11
1
11
7
11
1
7
1
4
14
1
0
18
12
18
18
4
7
11
0
11
18
5
4
14
18
4
7
18
11
11
0
1
1
16
6
4
0
18
6
1
4
18
14
7
12
18
1
18
14
7
4
14
5
16
11
18
7
4
7
18
7
13
4
18
9
18
18
1
11
5
1
18
18
7
7
7
0
1
0
7
0
11
11
11
18
11
1
11
2
7
11
18
14
8
4
9
17
18
6
0
1
11
4
11
18
7
18
7
1
1
14
18
7
11
7
14
4
9
1
11
1
12
1
12
18
7
11
18
0
7
18
8
5
18
1
9
1
18
1
14
11
11
18
1
14
7
16
11
0
0
0
11
18
0
9
0
6
7
0
18
11
1
18
7
18
0
0
9
18
18
9
0
18
1
1
14
14
11
7
11
14
7
1
18
18
1
4
18
1
4
4
7
1
0
4
14
18
0
7
18
1
16
18
7
5
18
7
17
0
1
11
7
18
10
18
11
3
0
1
11
7
18
7
9
14
18
7
7
9
7
9
18
3
18
7
0
18
18
11
5
7
0
12
1
18
18
12
18
16
7
1
12
18
1
7
7
18
14
7
7
14
0
14
11
18
18
18
9
11
0
18
7
1
6
18
12
18
7
7
18
18
1
7
7
11
12
0
11
14
11
18
11
18
1
1
0
11
18
7
18
18
15
11
7
11
0
0
14
18
1
0
1
18
18
4
9
18
0
1
18
18
1
12
11
1
0
7
18
11
0
1
1
11
14
7
7
1
18
7
0
1
1
7
7
18
0
14
18
7
7
11
0
0
18
11
18
7
7
5
1
11
0
7
14
0
7
4
0
1
6
0
7
14
18
4
7
14
1
18
11
14
14
2
18
7
7
1
1
5
18
18
7
6
7
0
18
18
7
1
1
16
18
18
1
6
1
18
1
11
1
0
11
18
9
18
11
1
11
9
0
18
1
18
18
1
1
0
0
11
11
1
9
9
1
1
18
1
1
2
1
18
16
18
14
11
18
1
14
1
18
0
18
18
0
1
11
2
0
18
2
7
1
0
18
18
1
1
18
1
18
1
7
14
18
11
0
1
12
18
1
18
11
11
1
1
0
11
18
18
1
9
14
0
9
14
18
12
1
0
18
4
2
0
11
18
13
1
11
18
0
0
11
4
14
1
12
14
18
18
7
15
0
1
18
0
12
18
7
18
1
14
18
7
18
11
14
18
1
1
18
18
1
11
18
18
14
7
1
1
1
4
18
1
14
0
18
11
1
11
11
7
18
18
11
1
11
18
4
11
11
18
14
18
18
1
7
15
0
15
11
14
7
7
11
18
18
7
18
18
18
0
14
7
7
18
7
14
14
11
3
1
1
11
16
7
18
7
18
14
7
1
18
18
7
11
7
18
1
7
11
18
7
1
1
11
7
18
18
15
9
1
1
1
18
7
1
0
16
4
18
11
18
1
18
1
18
9
7
1
18
1
0
11
1
1
7
7
14
1
18
7
7
14
0
1
1
1
1
18
4
7
12
11
18
7
11
4
7
11
18
9
7
11
7
14
0
4
7
14
11
18
9
14
7
5
17
18
1
18
4
11
6
18
2
7
18
1
1
15
7
11
12
18
6
1
18
0
1
7
11
10
18
7
1
0
0
6
7
1
17
0
7
7
18
16
11
18
18
18
18
18
5
7
7
11
7
1
14
18
18
18
18
7
11
7
1
18
18
5
11
1
1
18
16
8
18
5
11
14
7
0
0
1
16
7
18
18
1
7
4
11
11
9
9
1
14
7
18
18
11
1
1
0
14
7
0
7
14
14
7
18
7
11
16
15
0
18
14
7
11
1
7
14
0
0
0
18
18
4
1
11
7
0
11
14
18
9
7
0
0
18
7
4
1
11
18
1
12
18
18
9
9
7
11
11
5
18
11
14
7
11
14
18
0
1
11
18
0
6
18
7
2
7
1
1
14
1
14
9
1
1
14
1
18
18
18
1
18
7
1
0
4
7
18
7
11
18
7
1
6
7
14
15
18
0
11
16
12
11
11
7
18
18
7
18
14
7
1
11
7
18
0
11
5
18
18
0
1
0
18
18
11
4
18
0
1
9
10
11
4
7
7
4
5
9
1
1
18
17
18
12
7
7
7
18
18
1
18
1
0
14
1
1
11
6
14
4
11
9
0
18
18
14
18
18
18
0
4
0
11
4
0
14
11
18
11
4
1
6
1
5
4
1
11
7
18
0
1
14
1
0
7
1
7
17
18
12
15
1
11
14
11
1
4
0
4
18
2
9
11
8
18
18
11
7
11
14
1
7
1
1
1
11
11
0
4
18
1
18
18
18
1
1
18
2
18
1
14
18
14
12
11
1
0
18
18
9
11
1
18
2
11
1
18
16
14
7
18
11
14
0
0
5
11
4
1
7
18
18
18
1
1
0
18
12
0
1
7
11
11
13
11
18
18
11
11
11
0
11
12
18
1
0
6
6
7
4
7
14
7
6
14
7
1
6
1
15
7
7
0
1
7
0
1
0
18
11
11
5
12
14
0
18
9
7
18
18
18
7
7
0
18
7
7
11
18
1
1
18
7
18
12
4
11
9
9
18
11
18
18
18
6
18
1
7
1
11
1
5
0
6
4
0
7
18
18
11
7
7
18
9
14
18
0
9
0
16
7
1
7
7
18
7
18
10
1
11
14
7
7
7
18
18
13
18
7
18
14
18
18
1
18
18
18
1
4
1
1
1
18
18
18
18
7
18
0
9
11
14
11
11
7
14
18
11
18
14
11
4
7
7
18
18
18
1
11
14
12
1
1
18
2
7
14
0
11
11
11
18
1
7
11
11
11
11
1
11
12
6
9
7
3
11
7
14
8
14
18
14
11
18
18
1
9
0
9
7
18
6
18
7
1
3
18
11
14
1
18
14
11
11
4
3
4
1
7
9
1
7
18
5
18
18
2
1
14
7
0
18
0
0
2
1
7
14
11
3
4
18
14
18
14
0
18
0
11
12
11
7
14
7
7
18
1
0
7
7
18
7
11
6
1
11
0
1
18
11
7
7
0
0
4
9
1
14
7
11
1
0
5
18
7
18
11
16
18
7
5
1
18
5
8
11
18
7
7
11
1
18
7
11
4
0
0
18
0
11
11
11
14
4
18
18
7
11
11
18
13
0
18
11
18
1
11
1
7
15
9
0
11
0
4
11
11
14
11
18
18
11
7
0
0
7
1
11
16
14
0
14
7
18
5
18
6
18
0
1
14
0
11
1
18
18
4
1
7
6
3
10
18
11
18
1
1
7
7
18
18
14
9
4
11
11
7
9
1
1
18
6
1
14
14
16
18
7
1
18
18
0
7
18
18
15
0
7
7
0
18
7
7
14
18
7
1
5
18
18
1
1
14
1
7
7
1
7
7
1
7
6
11
11
18
18
7
4
7
0
7
0
7
7
1
18
14
16
7
9
18
13
7
14
18
18
18
18
11
1
1
18
18
7
1
18
18
18
18
5
7
5
7
14
18
7
5
18
14
11
9
11
7
18
7
1
18
1
11
7
7
0
1
7
11
18
0
7
11
4
11
11
6
9
18
12
1
1
18
14
18
5
0
15
14
18
7
16
0
18
1
18
1
14
11
0
1
18
0
7
18
7
1
14
14
18
0
11
10
7
18
0
7
18
11
0
1
14
1
18
1
18
18
7
14
1
7
18
4
0
18
11
1
18
5
1
11
1
1
1
7
4
7
1
11
8
0
1
18
14
14
7
18
7
7
0
0
18
1
14
12
15
11
1
0
7
18
11
18
18
7
5
11
11
11
1
18
6
7
18
1
18
4
1
11
0
0
1
18
5
6
14
18
1
16
7
11
7
11
18
6
6
7
14
11
18
0
16
18
18
18
7
1
0
18
18
14
0
17
18
4
18
17
4
14
1
1
7
1
12
1
9
7
1
1
1
18
4
18
1
7
7
7
14
18
1
11
1
0
1
18
11
11
18
7
18
11
13
11
18
4
5
11
14
18
7
3
11
1
11
18
14
0
18
7
7
1
1
11
0
12
7
18
10
12
11
18
18
4
14
11
18
14
18
0
7
7
14
18
7
3
11
1
11
18
1
1
6
18
7
7
6
7
18
14
0
18
11
18
5
18
11
11
18
1
7
0
18
18
18
18
0
14
1
12
12
1
18
15
1
1
1
1
5
0
18
18
18
18
4
18
1
14
0
4
2
18
1
11
12
0
18
18
1
1
7
0
1
7
11
0
6
14
1
7
18
1
3
7
11
11
1
18
7
7
11
16
14
0
1
18
0
18
7
18
18
18
1
18
7
0
18
5
18
5
18
11
0
0
0
18
0
18
10
18
14
1
7
14
18
18
11
11
1
0
7
12
18
0
17
18
1
1
1
3
1
4
18
18
1
1
1
1
18
7
14
11
18
11
9
18
0
18
7
18
7
1
7
16
1
11
1
14
9
18
18
18
18
1
11
4
0
7
18
7
4
11
0
18
17
1
7
7
18
11
0
13
7
5
18
5
6
0
0
7
18
0
18
9
11
11
1
17
4
7
18
1
1
1
14
1
11
11
1
18
1
1
1
14
1
14
7
18
16
7
1
11
9
18
11
9
18
1
11
1
7
9
7
0
4
18
0
11
17
11
7
7
11
11
18
0
18
18
11
18
18
18
5
18
18
1
1
11
9
13
1
18
14
1
5
7
0
1
18
18
0
5
7
18
1
11
1
17
0
1
14
7
18
1
5
16
7
7
1
7
0
11
4
1
1
0
9
12
7
11
1
1
18
7
18
18
11
1
0
14
18
0
18
11
18
0
14
18
4
11
14
1
11
18
18
18
11
9
1
18
0
11
11
18
11
1
1
14
4
14
0
18
11
0
7
18
18
11
18
3
0
0
9
6
18
14
1
18
0
18
7
0
1
1
7
1
1
1
5
1
18
11
1
11
6
1
11
18
1
7
1
18
11
18
7
7
6
14
4
2
1
7
14
0
14
0
5
1
14
7
11
11
0
0
18
18
0
14
7
1
18
18
9
9
1
1
7
18
18
4
18
11
1
0
11
1
18
14
0
7
6
7
12
7
14
11
0
7
11
18
7
1
18
18
1
18
14
1
15
1
0
7
14
1
0
11
7
6
1
14
18
15
1
11
5
15
14
1
11
1
11
0
14
11
18
11
10
9
18
5
1
0
0
18
1
1
1
16
7
18
15
0
11
14
18
1
18
1
18
1
0
11
0
11
0
6
18
1
1
1
18
18
17
18
2
7
18
18
18
1
7
1
2
11
14
12
18
11
7
14
14
0
7
1
7
11
14
0
14
18
18
7
1
16
5
0
1
1
18
1
18
18
1
1
18
11
1
11
0
7
11
1
11
7
18
18
6
14
18
12
18
11
18
18
0
0
18
14
0
7
11
1
16
18
0
18
1
7
7
18
0
14
1
8
18
4
6
18
7
11
18
16
6
6
18
16
18
11
1
7
9
18
14
7
14
1
18
11
11
6
11
