cargo_cod
18
18
18
1
1
18
7
11
7
18
12
14
18
18
18
18
11
18
7
18
14
18
11
11
18
18
18
14
18
13
1
18
0
18
11
11
0
18
7
1
16
7
7
18
1
18
18
11
0
18
7
11
11
0
1
18
1
7
18
14
1
1
7
11
1
7
18
7
7
18
7
18
18
1
